,BINODENOSON,TOZADENANT,VIPADENANT,EVODENOSON,ISTRADEFYLLINE,APADENOSON,SONEDENOSON,UK432097,ETRUMADENANT,SIPAGLADENANT,ST1535,CIFORADENANT,BVT.115959,AMP579
Gen_54,0.10416666666666667,0.10752688172043011,0.07692307692307693,0.1346153846153846,0.09090909090909091,0.11428571428571428,0.13043478260869565,0.11666666666666667,0.07,0.12903225806451613,0.03571428571428571,0.0784313725490196,0.10588235294117647,0.11650485436893204
Gen_55,0.08791208791208792,0.10344827586206896,0.16666666666666666,0.08823529411764706,0.08536585365853659,0.0784313725490196,0.10227272727272728,0.12389380530973451,0.12359550561797752,0.08888888888888889,0.0958904109589041,0.10752688172043011,0.0875,0.08
Gen_56,0.06060606060606061,0.12087912087912088,0.12790697674418605,0.08333333333333333,0.13095238095238096,0.07407407407407407,0.061855670103092786,0.09917355371900827,0.0707070707070707,0.09473684210526316,0.075,0.07920792079207921,0.056818181818181816,0.09615384615384616
Gen_57,0.0641025641025641,0.1267605633802817,0.07142857142857142,0.06741573033707865,0.10606060606060606,0.06818181818181818,0.06578947368421052,0.08823529411764706,0.07692307692307693,0.09333333333333334,0.04918032786885246,0.07407407407407407,0.05970149253731343,0.08235294117647059
Gen_58,0.07368421052631578,0.1,0.08045977011494253,0.09615384615384616,0.12195121951219512,0.0970873786407767,0.07526881720430108,0.1206896551724138,0.09574468085106383,0.09782608695652174,0.09210526315789473,0.08163265306122448,0.08433734939759036,0.12121212121212122
Gen_59,0.052083333333333336,0.10112359550561797,0.09411764705882353,0.08653846153846154,0.0963855421686747,0.09803921568627451,0.07608695652173914,0.09322033898305085,0.10869565217391304,0.12359550561797752,0.05128205128205128,0.07142857142857142,0.07228915662650602,0.1111111111111111
Gen_60,0.10638297872340426,0.08602150537634409,0.06666666666666667,0.10476190476190476,0.189873417721519,0.12745098039215685,0.0625,0.1092436974789916,0.07142857142857142,0.10752688172043011,0.08974358974358974,0.08,0.08235294117647059,0.10784313725490197
Gen_61,0.08163265306122448,0.08421052631578947,0.08888888888888889,0.07272727272727272,0.09090909090909091,0.07339449541284404,0.050505050505050504,0.08943089430894309,0.09183673469387756,0.11702127659574468,0.06097560975609756,0.1111111111111111,0.056179775280898875,0.08490566037735849
Gen_62,0.08247422680412371,0.10869565217391304,0.10227272727272728,0.11428571428571428,0.06741573033707865,0.10476190476190476,0.07291666666666667,0.11764705882352941,0.08163265306122448,0.11827956989247312,0.04878048780487805,0.11224489795918367,0.09411764705882353,0.10679611650485436
Gen_63,0.11578947368421053,0.15730337078651685,0.12643678160919541,0.1346153846153846,0.12941176470588237,0.17,0.09473684210526316,0.17543859649122806,0.11458333333333333,0.12903225806451613,0.11538461538461539,0.12244897959183673,0.11904761904761904,0.16161616161616163
Gen_64,0.06382978723404255,0.07777777777777778,0.13580246913580246,0.06666666666666667,0.13924050632911392,0.0673076923076923,0.08888888888888889,0.09401709401709402,0.1348314606741573,0.08791208791208792,0.0945945945945946,0.09473684210526316,0.1,0.09
Gen_65,0.1111111111111111,0.12631578947368421,0.0851063829787234,0.1509433962264151,0.13636363636363635,0.1523809523809524,0.09090909090909091,0.14049586776859505,0.09900990099009901,0.11224489795918367,0.10975609756097561,0.12871287128712872,0.11363636363636363,0.13333333333333333
Gen_66,0.10526315789473684,0.14606741573033707,0.12790697674418605,0.14705882352941177,0.14457831325301204,0.13725490196078433,0.15730337078651685,0.1271186440677966,0.11578947368421053,0.16853932584269662,0.11688311688311688,0.12371134020618557,0.10714285714285714,0.11764705882352941
Gen_67,0.09574468085106383,0.08695652173913043,0.13095238095238096,0.09523809523809523,0.10714285714285714,0.09615384615384616,0.09782608695652174,0.11965811965811966,0.11827956989247312,0.10869565217391304,0.09090909090909091,0.12631578947368421,0.10975609756097561,0.10891089108910891
Gen_68,0.08139534883720931,0.1111111111111111,0.08974358974358974,0.09375,0.136986301369863,0.08333333333333333,0.07058823529411765,0.1308411214953271,0.11904761904761904,0.09523809523809523,0.1044776119402985,0.0898876404494382,0.08,0.10869565217391304
