,BINODENOSON,TOZADENANT,VIPADENANT,EVODENOSON,ISTRADEFYLLINE,APADENOSON,SONEDENOSON,UK432097,ETRUMADENANT,SIPAGLADENANT,ST1535,CIFORADENANT,BVT.115959,AMP579
Gen_84,0.0970873786407767,0.0891089108910891,0.08247422680412371,0.09649122807017543,0.09574468085106383,0.10714285714285714,0.14432989690721648,0.08461538461538462,0.09615384615384616,0.09803921568627451,0.06818181818181818,0.10377358490566038,0.10989010989010989,0.12962962962962962
Gen_85,0.10810810810810811,0.1111111111111111,0.10576923076923077,0.08870967741935484,0.0761904761904762,0.08064516129032258,0.11009174311926606,0.08633093525179857,0.12727272727272726,0.10909090909090909,0.050505050505050504,0.12389380530973451,0.08823529411764706,0.1
Gen_86,0.0784313725490196,0.11458333333333333,0.0851063829787234,0.0990990990990991,0.13636363636363635,0.12037037037037036,0.09090909090909091,0.11290322580645161,0.07766990291262135,0.11224489795918367,0.08333333333333333,0.11764705882352941,0.07692307692307693,0.12264150943396226
Gen_87,0.09375,0.12087912087912088,0.0898876404494382,0.10377358490566038,0.11764705882352941,0.1262135922330097,0.11956521739130435,0.11764705882352941,0.09278350515463918,0.10638297872340426,0.075,0.09,0.12048192771084337,0.16326530612244897
Gen_88,0.09803921568627451,0.12371134020618557,0.09473684210526316,0.1588785046728972,0.12087912087912088,0.16037735849056603,0.13402061855670103,0.13821138211382114,0.0970873786407767,0.12121212121212122,0.06896551724137931,0.1485148514851485,0.12359550561797752,0.16346153846153846
Gen_89,0.09090909090909091,0.10526315789473684,0.08695652173913043,0.1111111111111111,0.11363636363636363,0.13333333333333333,0.11578947368421053,0.15254237288135594,0.06862745098039216,0.11458333333333333,0.08536585365853659,0.10891089108910891,0.07865168539325842,0.17
Gen_90,0.09473684210526316,0.08602150537634409,0.11627906976744186,0.10476190476190476,0.06818181818181818,0.09523809523809523,0.12087912087912088,0.1,0.11702127659574468,0.11956521739130435,0.04938271604938271,0.125,0.09523809523809523,0.0970873786407767
Gen_91,0.10752688172043011,0.1111111111111111,0.06741573033707865,0.09523809523809523,0.056818181818181816,0.09615384615384616,0.09782608695652174,0.11016949152542373,0.07216494845360824,0.0967741935483871,0.05,0.08080808080808081,0.10975609756097561,0.12
Gen_92,0.0703125,0.08943089430894309,0.10256410256410256,0.07971014492753623,0.08547008547008547,0.08823529411764706,0.11570247933884298,0.08552631578947369,0.08661417322834646,0.0625,0.09259259259259259,0.11904761904761904,0.07758620689655173,0.08955223880597014
Gen_93,0.08333333333333333,0.09482758620689655,0.07017543859649122,0.14516129032258066,0.10091743119266056,0.175,0.11304347826086956,0.1366906474820144,0.09166666666666666,0.11206896551724138,0.0673076923076923,0.09836065573770492,0.08256880733944955,0.13934426229508196
Gen_94,0.09401709401709402,0.07758620689655173,0.08108108108108109,0.10236220472440945,0.06306306306306306,0.09448818897637795,0.10526315789473684,0.09859154929577464,0.075,0.10434782608695652,0.04807692307692308,0.09090909090909091,0.09433962264150944,0.12295081967213115
Gen_95,0.09473684210526316,0.12222222222222222,0.10344827586206896,0.07407407407407407,0.11904761904761904,0.07476635514018691,0.0967741935483871,0.11864406779661017,0.08247422680412371,0.07291666666666667,0.0759493670886076,0.09090909090909091,0.08235294117647059,0.0970873786407767
Gen_96,0.08035714285714286,0.09259259259259259,0.0761904761904762,0.08130081300813008,0.0673076923076923,0.1092436974789916,0.10185185185185185,0.09558823529411764,0.07964601769911504,0.10091743119266056,0.0625,0.09649122807017543,0.09,0.13043478260869565
Gen_97,0.06422018348623854,0.1188118811881188,0.08,0.07563025210084033,0.10416666666666667,0.08547008547008547,0.11764705882352941,0.09090909090909091,0.07339449541284404,0.08490566037735849,0.06593406593406594,0.08108108108108109,0.07216494845360824,0.14678899082568808
Gen_98,0.09523809523809523,0.16379310344827586,0.09243697478991597,0.11940298507462686,0.10344827586206896,0.12878787878787878,0.13333333333333333,0.1292517006802721,0.13934426229508196,0.1322314049586777,0.07207207207207207,0.109375,0.11504424778761062,0.1484375
Gen_99,0.09302325581395349,0.10975609756097561,0.10256410256410256,0.11578947368421053,0.09090909090909091,0.10526315789473684,0.09523809523809523,0.10909090909090909,0.07954545454545454,0.12048192771084337,0.056338028169014086,0.12643678160919541,0.09333333333333334,0.13186813186813187
Gen_100,0.1,0.102803738317757,0.08653846153846154,0.09917355371900827,0.08823529411764706,0.09090909090909091,0.08181818181818182,0.12878787878787878,0.07017543859649122,0.1111111111111111,0.0625,0.12612612612612611,0.07920792079207921,0.13043478260869565
Gen_101,0.07692307692307693,0.11224489795918367,0.07216494845360824,0.08771929824561403,0.0967741935483871,0.08849557522123894,0.13402061855670103,0.07692307692307693,0.08653846153846154,0.08823529411764706,0.08139534883720931,0.10476190476190476,0.1111111111111111,0.11009174311926606
Gen_102,0.08080808080808081,0.08333333333333333,0.08791208791208792,0.09174311926605505,0.10227272727272728,0.12380952380952381,0.10526315789473684,0.11570247933884298,0.06930693069306931,0.10416666666666667,0.1,0.09900990099009901,0.09195402298850575,0.1485148514851485
Gen_103,0.08653846153846154,0.1111111111111111,0.08247422680412371,0.09649122807017543,0.08421052631578947,0.10714285714285714,0.08823529411764706,0.08461538461538462,0.06542056074766354,0.09803921568627451,0.06818181818181818,0.07339449541284404,0.09782608695652174,0.11926605504587157
Gen_104,0.08737864077669903,0.06862745098039216,0.08333333333333333,0.10714285714285714,0.1590909090909091,0.11818181818181818,0.1111111111111111,0.09375,0.0970873786407767,0.07766990291262135,0.08139534883720931,0.09433962264150944,0.07526881720430108,0.1308411214953271
Gen_105,0.10309278350515463,0.08333333333333333,0.1,0.10185185185185185,0.07777777777777778,0.12380952380952381,0.11702127659574468,0.125,0.09090909090909091,0.15217391304347827,0.08641975308641975,0.12121212121212122,0.10465116279069768,0.13725490196078433
Gen_106,0.10784313725490197,0.15789473684210525,0.09375,0.1574074074074074,0.10752688172043011,0.1588785046728972,0.14432989690721648,0.175,0.07547169811320754,0.13131313131313133,0.06818181818181818,0.11428571428571428,0.10989010989010989,0.1619047619047619
