generated,ZINC000018043251,ZINC000000897089,ZINC000000537964,ZINC000019796168,ZINC000013818943,ZINC000000608213,ZINC000000002226,ZINC000001530968,ZINC000000538275,ZINC000013763987,ZINC000000591993,ZINC000019632706,ZINC000000001084,ZINC000003874185,ZINC000019632912,ZINC000004340269,ZINC000000057674,ZINC000001530689,ZINC000000001290,ZINC000000897085,ZINC000003869685,ZINC000003807804,ZINC000000403567,ZINC000003871576,ZINC000000607971,ZINC000000896740,ZINC000000596881,ZINC000000643055,ZINC000085205448
4.sdf,0.127273,0.138889,0.138889,0.154762,0.079545,0.076923,0.083333,0.076923,0.144737,0.086207,0.152778,0.152778,0.129630,0.138889,0.158730,0.050000,0.127273,0.126984,0.125000,0.138889,0.093750,0.096774,0.133333,0.098361,0.083333,0.083333,0.083333,0.083333,0.123077
40.sdf,0.117647,0.103448,0.103448,0.121212,0.123711,0.029412,0.082192,0.060606,0.074468,0.054795,0.127907,0.127907,0.102941,0.103448,0.087500,0.084507,0.070423,0.089744,0.079365,0.103448,0.063291,0.051282,0.138889,0.065789,0.045455,0.045455,0.045455,0.045455,0.129870
41.sdf,0.084507,0.089888,0.089888,0.098039,0.089109,0.075758,0.081081,0.059701,0.085106,0.114286,0.076923,0.076923,0.101449,0.089888,0.047619,0.054054,0.069444,0.075000,0.078125,0.089888,0.103896,0.037500,0.077922,0.108108,0.044944,0.044944,0.044944,0.044944,0.086420
42.sdf,0.138462,0.105882,0.105882,0.123711,0.091837,0.079365,0.084507,0.114754,0.151163,0.071429,0.158537,0.158537,0.158730,0.105882,0.118421,0.056338,0.104478,0.106667,0.137931,0.105882,0.171429,0.066667,0.126761,0.144928,0.139241,0.139241,0.125000,0.125000,0.148649
43.sdf,0.102941,0.091954,0.091954,0.122449,0.069307,0.061538,0.130435,0.061538,0.123596,0.055556,0.090909,0.090909,0.104478,0.091954,0.102564,0.027027,0.102941,0.076923,0.080645,0.091954,0.077922,0.080000,0.094595,0.081081,0.096386,0.096386,0.096386,0.096386,0.088608
44.sdf,0.112903,0.085366,0.085366,0.106383,0.096774,0.086207,0.125000,0.105263,0.146341,0.093750,0.097561,0.097561,0.114754,0.085366,0.111111,0.060606,0.095238,0.083333,0.173077,0.085366,0.132353,0.071429,0.119403,0.156250,0.133333,0.133333,0.103896,0.103896,0.095890
45.sdf,0.070423,0.103448,0.103448,0.110000,0.068627,0.111111,0.112676,0.093750,0.134831,0.084507,0.127907,0.127907,0.071429,0.103448,0.048193,0.040541,0.101449,0.062500,0.133333,0.103448,0.150685,0.037975,0.064935,0.173913,0.057471,0.057471,0.057471,0.057471,0.144737
46.sdf,0.121622,0.072917,0.072917,0.113208,0.104762,0.040541,0.102564,0.026667,0.069307,0.037037,0.061224,0.061224,0.123288,0.072917,0.080460,0.050000,0.064103,0.033708,0.056338,0.072917,0.070588,0.047059,0.098765,0.060241,0.042105,0.042105,0.042105,0.042105,0.068182
47.sdf,0.067568,0.112360,0.112360,0.075472,0.087379,0.123077,0.108108,0.089552,0.094737,0.052632,0.098901,0.098901,0.068493,0.112360,0.046512,0.081081,0.082192,0.047619,0.075758,0.112360,0.115385,0.024096,0.075949,0.105263,0.032609,0.032609,0.032609,0.032609,0.111111
48.sdf,0.130435,0.139535,0.139535,0.097087,0.067308,0.090909,0.080000,0.074627,0.107527,0.067568,0.100000,0.100000,0.115942,0.139535,0.112500,0.039474,0.114286,0.074074,0.093750,0.139535,0.116883,0.063291,0.105263,0.106667,0.068182,0.068182,0.068182,0.068182,0.112500
49.sdf,0.101449,0.142857,0.142857,0.088235,0.112245,0.093750,0.082192,0.093750,0.160920,0.069444,0.114943,0.114943,0.086957,0.142857,0.129870,0.100000,0.117647,0.089744,0.096774,0.142857,0.105263,0.064935,0.093333,0.094595,0.057471,0.057471,0.057471,0.057471,0.129870
5.sdf,0.125000,0.088235,0.088235,0.098765,0.074074,0.043478,0.117647,0.043478,0.097222,0.057692,0.102941,0.102941,0.104167,0.088235,0.160714,0.057692,0.227273,0.105263,0.069767,0.088235,0.107143,0.132075,0.111111,0.113208,0.060606,0.060606,0.060606,0.060606,0.120690
50.sdf,0.068493,0.113636,0.113636,0.076190,0.077670,0.125000,0.109589,0.090909,0.095745,0.053333,0.087912,0.087912,0.069444,0.113636,0.047059,0.053333,0.098592,0.060976,0.076923,0.113636,0.116883,0.037037,0.076923,0.106667,0.032967,0.032967,0.032967,0.032967,0.098765
51.sdf,0.082192,0.151163,0.151163,0.106796,0.098039,0.073529,0.078947,0.106061,0.130435,0.066667,0.123596,0.123596,0.083333,0.151163,0.111111,0.066667,0.097222,0.086420,0.109375,0.151163,0.129870,0.075949,0.089744,0.120000,0.104651,0.104651,0.104651,0.104651,0.111111
52.sdf,0.075758,0.123457,0.123457,0.092784,0.106383,0.083333,0.121212,0.083333,0.142857,0.074627,0.135802,0.135802,0.076923,0.123457,0.123288,0.058824,0.163934,0.095890,0.125000,0.123457,0.112676,0.084507,0.069444,0.101449,0.060976,0.060976,0.048193,0.048193,0.154930
53.sdf,0.071429,0.158537,0.158537,0.111111,0.090909,0.078125,0.068493,0.112903,0.190476,0.055556,0.103448,0.103448,0.072464,0.158537,0.102564,0.055556,0.102941,0.090909,0.098361,0.158537,0.136986,0.065789,0.080000,0.126761,0.096386,0.096386,0.096386,0.096386,0.088608
54.sdf,0.138462,0.093023,0.093023,0.112245,0.080808,0.014925,0.084507,0.014925,0.053191,0.041667,0.079545,0.079545,0.106061,0.093023,0.075949,0.071429,0.042254,0.037500,0.031250,0.093023,0.037975,0.038961,0.126761,0.039474,0.034483,0.034483,0.046512,0.046512,0.089744
55.sdf,0.111111,0.111111,0.111111,0.150000,0.097087,0.042254,0.092105,0.057143,0.093750,0.038462,0.160920,0.160920,0.112676,0.111111,0.137500,0.080000,0.081081,0.085366,0.074627,0.111111,0.047619,0.061728,0.116883,0.049383,0.078652,0.078652,0.078652,0.078652,0.109756
56.sdf,0.058824,0.135802,0.135802,0.070000,0.082474,0.064516,0.119403,0.064516,0.141176,0.123077,0.120482,0.120482,0.059701,0.135802,0.077922,0.073529,0.107692,0.109589,0.122807,0.135802,0.081081,0.068493,0.054054,0.084507,0.060241,0.060241,0.060241,0.060241,0.136986
57.sdf,0.088235,0.119048,0.119048,0.101010,0.091837,0.079365,0.054795,0.079365,0.125000,0.071429,0.104651,0.104651,0.106061,0.119048,0.089744,0.041667,0.072464,0.092105,0.100000,0.119048,0.108108,0.081081,0.095890,0.112676,0.111111,0.111111,0.111111,0.111111,0.118421
58.sdf,0.071429,0.130952,0.130952,0.078431,0.102041,0.078125,0.114286,0.078125,0.162791,0.070423,0.129412,0.129412,0.072464,0.130952,0.116883,0.055556,0.136364,0.090909,0.116667,0.130952,0.106667,0.080000,0.065789,0.095890,0.045977,0.045977,0.045977,0.045977,0.146667
59.sdf,0.057971,0.134146,0.134146,0.069307,0.092784,0.063492,0.117647,0.063492,0.139535,0.121212,0.132530,0.132530,0.058824,0.134146,0.090909,0.088235,0.106061,0.108108,0.120690,0.134146,0.080000,0.067568,0.053333,0.083333,0.059524,0.059524,0.059524,0.059524,0.150685
6.sdf,0.129630,0.109589,0.109589,0.170732,0.068182,0.057692,0.084746,0.057692,0.131579,0.068966,0.154930,0.154930,0.132075,0.109589,0.180328,0.033333,0.129630,0.111111,0.104167,0.109589,0.078125,0.098361,0.135593,0.081967,0.084507,0.084507,0.084507,0.084507,0.107692
60.sdf,0.121212,0.132530,0.132530,0.112245,0.080808,0.096774,0.100000,0.079365,0.125000,0.071429,0.104651,0.104651,0.123077,0.132530,0.103896,0.071429,0.104478,0.077922,0.100000,0.132530,0.123288,0.066667,0.095890,0.112676,0.046512,0.046512,0.046512,0.046512,0.118421
61.sdf,0.107692,0.082353,0.082353,0.126316,0.082474,0.047619,0.119403,0.064516,0.089888,0.057971,0.134146,0.134146,0.109375,0.082353,0.136986,0.042857,0.125000,0.109589,0.084746,0.082353,0.081081,0.098592,0.098592,0.084507,0.128205,0.128205,0.100000,0.100000,0.136986
62.sdf,0.109589,0.097826,0.097826,0.160000,0.096154,0.027397,0.090909,0.056338,0.104167,0.037975,0.133333,0.133333,0.111111,0.097826,0.095238,0.093333,0.038462,0.071429,0.073529,0.097826,0.047059,0.035714,0.129870,0.048780,0.077778,0.077778,0.077778,0.077778,0.095238
63.sdf,0.114286,0.139535,0.139535,0.097087,0.067308,0.090909,0.080000,0.074627,0.107527,0.067568,0.100000,0.100000,0.115942,0.139535,0.112500,0.039474,0.114286,0.074074,0.093750,0.139535,0.116883,0.063291,0.090909,0.106667,0.056180,0.056180,0.056180,0.056180,0.112500
64.sdf,0.104478,0.146341,0.146341,0.135417,0.114583,0.133333,0.084507,0.133333,0.164706,0.119403,0.130952,0.130952,0.123077,0.146341,0.133333,0.086957,0.138462,0.169014,0.137931,0.146341,0.093333,0.126761,0.126761,0.097222,0.111111,0.111111,0.111111,0.111111,0.133333
65.sdf,0.117647,0.103448,0.103448,0.099010,0.123711,0.076923,0.112676,0.060606,0.074468,0.054795,0.089888,0.089888,0.102941,0.103448,0.101266,0.100000,0.085714,0.062500,0.062500,0.103448,0.076923,0.108108,0.108108,0.080000,0.057471,0.057471,0.057471,0.057471,0.101266
66.sdf,0.090909,0.135802,0.135802,0.091837,0.060606,0.047619,0.086957,0.047619,0.114943,0.057971,0.081395,0.081395,0.075758,0.135802,0.050633,0.028169,0.161290,0.065789,0.049180,0.135802,0.111111,0.068493,0.083333,0.115942,0.060241,0.060241,0.060241,0.060241,0.092105
67.sdf,0.136364,0.091954,0.091954,0.157895,0.069307,0.061538,0.083333,0.061538,0.136364,0.070423,0.129412,0.129412,0.121212,0.091954,0.102564,0.041096,0.086957,0.120000,0.098361,0.091954,0.077922,0.051948,0.227273,0.081081,0.109756,0.109756,0.109756,0.109756,0.102564
68.sdf,0.117647,0.090909,0.090909,0.144330,0.079208,0.111111,0.128571,0.093750,0.147727,0.069444,0.089888,0.089888,0.119403,0.090909,0.074074,0.069444,0.070423,0.075949,0.096774,0.090909,0.166667,0.064935,0.108108,0.157143,0.108434,0.108434,0.108434,0.108434,0.101266
69.sdf,0.106667,0.107527,0.107527,0.145631,0.084112,0.040541,0.102564,0.040541,0.102041,0.037037,0.094737,0.094737,0.108108,0.107527,0.093023,0.063291,0.077922,0.082353,0.071429,0.107527,0.045977,0.059524,0.126582,0.047619,0.064516,0.064516,0.064516,0.064516,0.093023
7.sdf,0.109091,0.094595,0.094595,0.142857,0.080460,0.078431,0.066667,0.078431,0.162162,0.068966,0.123288,0.123288,0.111111,0.094595,0.125000,0.068966,0.150943,0.129032,0.104167,0.094595,0.095238,0.116667,0.116667,0.100000,0.069444,0.069444,0.069444,0.069444,0.125000
70.sdf,0.095890,0.086957,0.086957,0.138614,0.076190,0.013699,0.092105,0.027778,0.093750,0.038462,0.074468,0.074468,0.097222,0.086957,0.070588,0.051948,0.038961,0.072289,0.058824,0.086957,0.035294,0.036145,0.116883,0.036585,0.054945,0.054945,0.054945,0.054945,0.070588
71.sdf,0.132353,0.102273,0.102273,0.131313,0.078431,0.044118,0.126761,0.059701,0.085106,0.054054,0.113636,0.113636,0.117647,0.102273,0.142857,0.054054,0.115942,0.088608,0.078125,0.102273,0.075949,0.092105,0.121622,0.078947,0.094118,0.094118,0.081395,0.081395,0.113924
72.sdf,0.114286,0.101124,0.101124,0.097087,0.077670,0.074627,0.080000,0.125000,0.107527,0.067568,0.112360,0.112360,0.115942,0.101124,0.112500,0.067568,0.098592,0.101266,0.129032,0.101124,0.131579,0.063291,0.120000,0.121622,0.093023,0.093023,0.093023,0.093023,0.098765
73.sdf,0.120000,0.072165,0.072165,0.112150,0.125000,0.040000,0.115385,0.040000,0.068627,0.036585,0.082474,0.082474,0.121622,0.072165,0.091954,0.049383,0.063291,0.044944,0.070423,0.072165,0.069767,0.046512,0.111111,0.059524,0.052632,0.052632,0.052632,0.052632,0.079545
74.sdf,0.107692,0.135802,0.135802,0.091837,0.105263,0.100000,0.102941,0.100000,0.141176,0.073529,0.120482,0.120482,0.109375,0.135802,0.136986,0.057971,0.161290,0.094595,0.122807,0.135802,0.159420,0.083333,0.098592,0.149254,0.073171,0.073171,0.073171,0.073171,0.136986
75.sdf,0.138462,0.105882,0.105882,0.112245,0.103093,0.079365,0.084507,0.114754,0.137931,0.071429,0.187500,0.187500,0.158730,0.105882,0.118421,0.056338,0.104478,0.106667,0.118644,0.105882,0.154930,0.066667,0.126761,0.128571,0.111111,0.111111,0.111111,0.111111,0.180556
76.sdf,0.117647,0.103448,0.103448,0.156250,0.112245,0.093750,0.097222,0.076923,0.202381,0.100000,0.102273,0.102273,0.119403,0.103448,0.101266,0.084507,0.117647,0.133333,0.114754,0.103448,0.135135,0.093333,0.108108,0.125000,0.095238,0.095238,0.095238,0.095238,0.115385
77.sdf,0.069444,0.102273,0.102273,0.076923,0.078431,0.075758,0.066667,0.075758,0.108696,0.068493,0.126437,0.126437,0.070423,0.102273,0.100000,0.054054,0.115942,0.116883,0.095238,0.102273,0.089744,0.092105,0.064103,0.078947,0.056818,0.056818,0.056818,0.056818,0.142857
78.sdf,0.081081,0.162791,0.162791,0.105769,0.097087,0.072464,0.077922,0.104478,0.129032,0.065789,0.122222,0.122222,0.082192,0.162791,0.109756,0.065789,0.095890,0.085366,0.107692,0.162791,0.128205,0.075000,0.088608,0.118421,0.103448,0.103448,0.103448,0.103448,0.109756
