generated,ZINC000018043251,ZINC000000897089,ZINC000000537964,ZINC000019796168,ZINC000013818943,ZINC000000608213,ZINC000000002226,ZINC000001530968,ZINC000000538275,ZINC000013763987,ZINC000000591993,ZINC000019632706,ZINC000000001084,ZINC000003874185,ZINC000019632912,ZINC000004340269,ZINC000000057674,ZINC000001530689,ZINC000000001290,ZINC000000897085,ZINC000003869685,ZINC000003807804,ZINC000000403567,ZINC000003871576,ZINC000000607971,ZINC000000896740,ZINC000000596881,ZINC000000643055,ZINC000085205448
4eiy_inpaint.sdf#45,0.096154,0.084507,0.084507,0.057471,0.071429,0.040816,0.111111,0.040816,0.051282,0.054545,0.083333,0.083333,0.098039,0.084507,0.062500,0.017544,0.075472,0.047619,0.065217,0.084507,0.065574,0.067797,0.067797,0.050847,0.057971,0.057971,0.042857,0.042857,0.096774
4eiy_inpaint.sdf#46,0.066667,0.135135,0.135135,0.100000,0.077778,0.035714,0.098361,0.035714,0.059524,0.031746,0.062500,0.062500,0.067797,0.135135,0.086957,0.048387,0.015873,0.042857,0.056604,0.135135,0.014085,0.044776,0.076923,0.014706,0.052632,0.052632,0.052632,0.052632,0.056338
4eiy_inpaint.sdf#47,0.105263,0.092105,0.092105,0.101124,0.103448,0.036364,0.100000,0.055556,0.073171,0.066667,0.105263,0.105263,0.107143,0.092105,0.104478,0.032258,0.067797,0.074627,0.100000,0.092105,0.059701,0.045455,0.131148,0.062500,0.082192,0.082192,0.082192,0.082192,0.072464
4eiy_inpaint.sdf#48,0.122449,0.086957,0.086957,0.084337,0.073171,0.065217,0.074074,0.065217,0.095890,0.056604,0.085714,0.085714,0.102041,0.086957,0.047619,0.056604,0.100000,0.066667,0.068182,0.086957,0.086207,0.051724,0.109091,0.090909,0.059701,0.059701,0.059701,0.059701,0.100000
4eiy_inpaint.sdf#49,0.125000,0.072464,0.072464,0.098765,0.074074,0.021277,0.075472,0.021277,0.097222,0.018519,0.041667,0.041667,0.104167,0.072464,0.065574,0.078431,0.058824,0.016129,0.022222,0.072464,0.050847,0.034483,0.111111,0.053571,0.029412,0.029412,0.029412,0.029412,0.048387
4eiy_inpaint.sdf#50,0.039216,0.073529,0.073529,0.035294,0.061728,0.021739,0.037037,0.021739,0.040000,0.018868,0.027778,0.027778,0.040000,0.073529,0.049180,0.000000,0.060000,0.016393,0.022727,0.073529,0.033898,0.053571,0.053571,0.035714,0.045455,0.045455,0.029851,0.029851,0.032258
4eiy_inpaint.sdf#51,0.115385,0.083333,0.083333,0.081395,0.096386,0.061224,0.070175,0.061224,0.077922,0.053571,0.097222,0.097222,0.117647,0.083333,0.061538,0.053571,0.054545,0.080645,0.086957,0.083333,0.064516,0.049180,0.103448,0.067797,0.057143,0.057143,0.057143,0.057143,0.095238
4eiy_inpaint.sdf#52,0.094340,0.068493,0.068493,0.081395,0.070588,0.019608,0.070175,0.040000,0.050633,0.035088,0.097222,0.097222,0.096154,0.068493,0.095238,0.035088,0.074074,0.030769,0.041667,0.068493,0.047619,0.032258,0.103448,0.067797,0.057143,0.057143,0.057143,0.057143,0.078125
4eiy_inpaint.sdf#53,0.078947,0.085106,0.085106,0.093458,0.064815,0.027027,0.062500,0.041096,0.059406,0.037500,0.095745,0.095745,0.080000,0.085106,0.081395,0.024691,0.051282,0.058140,0.072464,0.085106,0.058824,0.035294,0.113924,0.060976,0.065217,0.065217,0.053763,0.053763,0.068966
4eiy_inpaint.sdf#54,0.066667,0.096774,0.096774,0.064103,0.065789,0.166667,0.108696,0.135135,0.057971,0.113636,0.131148,0.131148,0.068182,0.096774,0.180000,0.088889,0.200000,0.140000,0.111111,0.096774,0.076923,0.227273,0.058824,0.081633,0.103448,0.103448,0.103448,0.103448,0.156863
4eiy_inpaint.sdf#55,0.083333,0.089744,0.089744,0.111111,0.088889,0.053571,0.062500,0.072727,0.097561,0.064516,0.088608,0.088608,0.084746,0.089744,0.055556,0.064516,0.048387,0.072464,0.096154,0.089744,0.073529,0.028986,0.126984,0.060606,0.038462,0.038462,0.038462,0.038462,0.085714
4eiy_inpaint.sdf#56,0.120690,0.103896,0.103896,0.111111,0.139535,0.072727,0.096774,0.092593,0.111111,0.100000,0.131579,0.131579,0.142857,0.103896,0.134328,0.118644,0.083333,0.088235,0.117647,0.103896,0.073529,0.109375,0.126984,0.076923,0.109589,0.109589,0.125000,0.125000,0.134328
4eiy_inpaint.sdf#57,0.054054,0.088889,0.088889,0.076190,0.077670,0.074627,0.051948,0.074627,0.061856,0.067568,0.087912,0.087912,0.054795,0.088889,0.085366,0.053333,0.083333,0.074074,0.060606,0.088889,0.075000,0.135135,0.063291,0.064103,0.093023,0.093023,0.093023,0.093023,0.098765
4eiy_inpaint.sdf#58,0.076923,0.058824,0.058824,0.117021,0.095745,0.032258,0.057971,0.049180,0.104651,0.044118,0.109756,0.109756,0.095238,0.058824,0.065789,0.059701,0.044776,0.082192,0.087719,0.058824,0.054054,0.027027,0.117647,0.056338,0.048780,0.048780,0.048780,0.048780,0.109589
4eiy_inpaint.sdf#59,0.077922,0.107527,0.107527,0.145631,0.074074,0.132353,0.075000,0.115942,0.102041,0.076923,0.094737,0.094737,0.078947,0.107527,0.080460,0.076923,0.092105,0.082353,0.102941,0.107527,0.096386,0.085366,0.112500,0.100000,0.207317,0.207317,0.164706,0.164706,0.080460
4eiy_inpaint.sdf#60,0.133333,0.086420,0.086420,0.095745,0.074468,0.068966,0.075758,0.050847,0.094118,0.078125,0.072289,0.072289,0.116667,0.086420,0.053333,0.045455,0.062500,0.054795,0.071429,0.086420,0.070423,0.042254,0.088235,0.073529,0.037037,0.037037,0.037037,0.037037,0.082192
4eiy_inpaint.sdf#61,0.160000,0.098592,0.098592,0.094118,0.083333,0.040000,0.089286,0.040000,0.092105,0.072727,0.112676,0.112676,0.117647,0.098592,0.078125,0.035088,0.094340,0.080645,0.063830,0.098592,0.064516,0.066667,0.122807,0.067797,0.057143,0.057143,0.057143,0.057143,0.131148
4eiy_inpaint.sdf#62,0.037736,0.071429,0.071429,0.046512,0.073171,0.020833,0.035714,0.020833,0.066667,0.018182,0.055556,0.055556,0.038462,0.071429,0.031250,0.056604,0.057692,0.032258,0.021739,0.071429,0.050000,0.051724,0.051724,0.052632,0.044118,0.044118,0.028986,0.028986,0.064516
4eiy_inpaint.sdf#63,0.036364,0.054795,0.054795,0.082353,0.046512,0.108696,0.034483,0.133333,0.093333,0.054545,0.114286,0.114286,0.037037,0.054795,0.096774,0.054545,0.117647,0.157895,0.088889,0.054795,0.065574,0.166667,0.050000,0.068966,0.158730,0.158730,0.123077,0.123077,0.114754
4eiy_inpaint.sdf#64,0.035088,0.067568,0.067568,0.044444,0.057471,0.019231,0.050847,0.019231,0.050000,0.034483,0.081081,0.081081,0.035714,0.067568,0.029412,0.034483,0.035088,0.046154,0.040816,0.067568,0.030769,0.015625,0.031746,0.049180,0.027397,0.027397,0.041667,0.041667,0.093750
4eiy_inpaint.sdf#65,0.066667,0.076923,0.076923,0.064516,0.077778,0.017544,0.030769,0.017544,0.059524,0.031746,0.103896,0.103896,0.067797,0.076923,0.071429,0.015625,0.015873,0.042857,0.037037,0.076923,0.014085,0.029412,0.060606,0.014706,0.066667,0.066667,0.066667,0.066667,0.086957
4eiy_inpaint.sdf#66,0.111111,0.095890,0.095890,0.117647,0.081395,0.038462,0.086207,0.058824,0.075949,0.051724,0.080000,0.080000,0.113208,0.095890,0.075758,0.033898,0.111111,0.078125,0.106383,0.095890,0.062500,0.047619,0.137931,0.065574,0.070423,0.070423,0.070423,0.070423,0.075758
4eiy_inpaint.sdf#67,0.085714,0.078652,0.078652,0.077670,0.079208,0.044776,0.053333,0.044776,0.063158,0.054795,0.089888,0.089888,0.071429,0.078652,0.074074,0.040541,0.055556,0.049383,0.062500,0.078652,0.050000,0.025000,0.093333,0.051948,0.057471,0.057471,0.057471,0.057471,0.060976
4eiy_inpaint.sdf#68,0.062500,0.109375,0.109375,0.088608,0.050000,0.071429,0.058824,0.097561,0.070423,0.083333,0.125000,0.125000,0.063830,0.109375,0.107143,0.040000,0.085106,0.132075,0.131579,0.109375,0.053571,0.096154,0.075472,0.056604,0.116667,0.116667,0.098361,0.098361,0.127273
4eiy_inpaint.sdf#69,0.082474,0.077586,0.077586,0.093750,0.086614,0.064516,0.090909,0.042105,0.101695,0.029126,0.086207,0.086207,0.072165,0.077586,0.054545,0.039216,0.071429,0.055556,0.054348,0.077586,0.056075,0.047170,0.099010,0.067961,0.080357,0.080357,0.080357,0.080357,0.084112
4eiy_inpaint.sdf#70,0.080000,0.097826,0.097826,0.104762,0.106796,0.041667,0.090909,0.086957,0.081633,0.051282,0.108696,0.108696,0.081081,0.097826,0.069767,0.064935,0.065789,0.084337,0.106061,0.097826,0.072289,0.048193,0.101266,0.061728,0.065934,0.065934,0.065934,0.065934,0.108434
4eiy_inpaint.sdf#71,0.050000,0.092105,0.092105,0.053763,0.043478,0.017857,0.031250,0.017857,0.047619,0.032258,0.076923,0.076923,0.050847,0.092105,0.042254,0.032258,0.016129,0.043478,0.037736,0.092105,0.014286,0.029851,0.045455,0.014925,0.053333,0.053333,0.039474,0.039474,0.088235
4eiy_inpaint.sdf#72,0.054545,0.083333,0.083333,0.107143,0.058140,0.019608,0.033898,0.040000,0.077922,0.035088,0.067568,0.067568,0.055556,0.083333,0.061538,0.017241,0.035714,0.080645,0.086957,0.083333,0.015385,0.032258,0.084746,0.016129,0.057143,0.057143,0.057143,0.057143,0.061538
4eiy_inpaint.sdf#73,0.090909,0.052632,0.052632,0.067416,0.056818,0.038462,0.067797,0.038462,0.062500,0.033898,0.051948,0.051948,0.092593,0.052632,0.059701,0.070175,0.071429,0.029851,0.040000,0.052632,0.062500,0.047619,0.081967,0.065574,0.055556,0.055556,0.055556,0.055556,0.059701
4eiy_inpaint.sdf#74,0.098039,0.085714,0.085714,0.083333,0.059524,0.020408,0.072727,0.020408,0.065789,0.036364,0.069444,0.069444,0.122449,0.085714,0.046875,0.055556,0.056604,0.031746,0.043478,0.085714,0.049180,0.033333,0.087719,0.051724,0.028571,0.028571,0.028571,0.028571,0.080645
4eiy_inpaint.sdf#75,0.130435,0.107692,0.107692,0.115385,0.089744,0.045455,0.100000,0.045455,0.100000,0.060000,0.073529,0.073529,0.133333,0.107692,0.086207,0.039216,0.083333,0.070175,0.073171,0.107692,0.071429,0.054545,0.115385,0.075472,0.062500,0.062500,0.062500,0.062500,0.086207
4eiy_inpaint.sdf#76,0.061538,0.059524,0.059524,0.083333,0.073684,0.032787,0.043478,0.050000,0.093023,0.029412,0.071429,0.071429,0.062500,0.059524,0.052632,0.060606,0.061538,0.054054,0.051724,0.059524,0.054795,0.041667,0.071429,0.057143,0.036585,0.036585,0.036585,0.036585,0.066667
4eiy_inpaint.sdf#78,0.072727,0.097222,0.097222,0.056180,0.069767,0.060000,0.033333,0.039216,0.050000,0.052632,0.095890,0.095890,0.074074,0.097222,0.076923,0.016949,0.017241,0.046154,0.062500,0.097222,0.030769,0.031746,0.065574,0.032258,0.041667,0.041667,0.056338,0.056338,0.076923
4eiy_inpaint.sdf#79,0.096154,0.054795,0.054795,0.069767,0.058824,0.020000,0.071429,0.020000,0.064935,0.035714,0.068493,0.068493,0.098039,0.054795,0.046154,0.035714,0.055556,0.031250,0.042553,0.054795,0.048387,0.032787,0.086207,0.050847,0.028169,0.028169,0.028169,0.028169,0.079365
4eiy_inpaint.sdf#80,0.046512,0.122449,0.122449,0.068376,0.078947,0.090909,0.033333,0.135135,0.084906,0.083333,0.099010,0.099010,0.047059,0.122449,0.086022,0.045977,0.046512,0.112360,0.093333,0.122449,0.065217,0.116279,0.054945,0.067416,0.092784,0.092784,0.092784,0.092784,0.097826
